	301	682.648	694.84	
	302	682.664	695.078	
	303	682.676	695.074	
	304	682.707	695.152	
	305	682.711	695.16	
	306	682.746	695.195	
	307	682.746	695.203	
	308	682.773	695.188	
	309	682.797	695.184	
	310	682.828	695.203	
	311	682.84	695.219	
	312	682.875	695.234	
	313	682.875	695.23	
	314	682.883	695.242	
	315	682.898	695.234	
	316	682.898	695.234	
	317	682.879	695.273	
	318	682.797	695.285	
	319	682.777	695.301	
	320	682.746	695.344	
	321	682.676	695.352	
	322	682.68	695.402	
	323	682.695	695.418	
	324	682.73	695.438	
	325	682.766	695.469	
	326	682.836	695.48	
	327	682.84	695.496	
	328	682.902	695.5	
	329	682.93	695.539	
	330	682.93	695.531	
	331	682.941	695.539	
	332	683.121	695.508	
	333	683.348	695.555	
	334	683.438	695.574	
	335	683.672	695.57	
	336	683.75	695.574	
	337	683.938	695.594	
	338	684.102	695.566	
	339	684.328	695.547	
	340	684.402	695.535	
	341	684.605	695.5	
	342	684.758	695.5	
	343	684.789	695.5	
	344	684.934	695.531	
	345	685.203	695.5	
	346	685.242	695.5	
	347	685.316	695.5	
	348	685.473	695.5	
	349	685.484	695.5	
	350	685.719	695.457	
	351	685.762	695.465	
	352	685.848	695.457	
	353	686.105	695.441	
	354	686.148	695.434	
	355	686.195	695.434	
	356	686.332	695.5	
	357	686.535	695.398	
	358	686.734	695.387	
	359	686.828	695.414	
	360	687.129	695.375	
	361	687.211	695.371	
	362	687.406	695.5	
	363	687.473	695.359	
	364	687.695	695.348	
	365	687.859	695.363	
	366	687.945	695.359	
	367	688.188	695.344	
	368	688.391	695.297	
	369	688.457	695.324	
	370	688.703	695.281	
	371	688.91	695.301	
	372	689.031	695.273	
	373	689.266	695.262	
	374	689.344	695.234	
	375	689.508	695.184	
	376	689.648	695.129	
	377	689.68	695.117	
	378	689.883	695.051	
	379	689.93	695.09	
	380	690.191	695.059	
	381	690.27	694.926	
	382	690.457	694.914	
	383	690.492	694.836	
	384	690.762	694.945	
	385	690.891	694.918	
	386	691.176	694.859	
	387	691.184	694.887	
	388	691.309	694.875	
	389	691.359	694.883	
	390	691.465	694.883	
	391	691.473	694.871	
	392	691.551	694.887	
	393	691.582	694.887	
	394	691.77	694.887	
	395	691.91	694.887	
	396	691.992	694.887	
	397	692.152	694.887	
	398	692.184	694.887	
	399	692.184	694.887	
	400	692.184	694.887	
	401	692.207	694.828	
	402	692.227	694.871	
	403	692.203	694.887	
	404	692.184	694.773	
	405	692.227	694.852	
	406	692.234	694.801	
	407	692.258	694.832	
	408	692.277	694.844	
	409	692.238	694.824	
	410	692.305	694.82	
	411	692.312	694.766	
	412	692.324	694.754	
	413	692.371	694.777	
	414	692.363	694.742	
	415	692.316	694.734	
	416	692.344	694.762	
	417	692.332	694.797	
	418	692.355	694.734	
	419	692.359	694.758	
	420	692.34	694.75	
	421	692.367	694.797	
	422	692.391	694.727	
	423	692.414	694.887	
	424	692.418	694.906	
	425	692.414	694.875	
	426	692.492	694.898	
	427	692.43	694.938	
	428	692.461	694.984	
	429	692.48	694.953	
	430	692.508	694.953	
	431	692.547	694.969	
	432	692.523	695.004	
	433	692.535	695.023	
	434	692.52	695.051	
	435	692.66	695.02	
	436	692.68	695.051	
	437	692.941	694.914	
	438	693.027	695.016	
	439	693.031	695.051	
	440	693.098	695.074	
	441	693.043	695.184	
	442	693.164	695.164	
	443	693.18	695.184	
	444	693.191	695.176	
	445	693.242	695.168	
	446	693.328	695.156	
	447	693.324	695.199	
	448	693.383	695.238	
	449	693.41	695.262	
	450	693.621	695.289	
	451	693.645	695.309	
	452	693.605	695.309	
	453	693.781	695.352	
	454	693.859	695.367	
	455	693.824	695.359	
	456	693.918	695.359	
	457	693.953	695.422	
	458	693.977	695.426	
	459	694.203	695.473	
	460	694.34	695.492	
	461	694.633	695.461	
	462	694.633	695.504	
	463	694.824	695.488	
	464	694.824	695.484	
	465	695.059	695.605	
	466	695.258	695.598	
	467	695.395	695.574	
	468	695.324	695.57	
	469	695.445	695.594	
	470	695.535	695.57	
	471	695.621	695.57	
	472	695.664	695.531	
	473	695.688	695.52	
	474	695.824	695.668	
	475	695.824	695.656	
	476	695.93	695.645	
	477	696.09	695.594	
	478	696.168	695.648	
	479	696.473	695.574	
	480	696.523	695.508	
	481	696.586	695.508	
	482	696.715	695.598	
	483	696.758	695.691	
	484	696.789	695.684	
	485	696.871	695.832	
	486	696.973	695.723	
	487	697.082	695.723	
	488	697.176	695.785	
	489	697.363	695.73	
	490	697.629	695.77	
	491	697.945	695.684	
	492	698.043	695.688	
	493	698.156	695.832	
	494	698.602	695.738	
	495	698.75	695.754	
	496	698.824	695.824	
	497	699.117	695.793	
	498	699.43	695.824	
	499	699.73	695.793	
	500	700.016	695.699	
	501	700.25	695.773	
	502	700.82	695.785	
	503	700.777	695.844	
	504	701.035	695.758	
	505	701.145	695.809	
	506	701.703	695.762	
	507	701.73	695.793	
	508	702.367	695.77	
	509	702.449	695.766	
	510	702.891	695.875	
	511	702.992	695.82	
	512	703.348	695.816	
	513	703.906	695.863	
	514	704.027	695.91	
	515	704.348	695.906	
	516	704.5	695.926	
	517	704.973	695.922	
	518	705.469	696.023	
	519	705.586	695.984	
	520	705.973	695.949	
	521	705.973	695.965	
	522	706.316	696	
	523	706.316	696.066	
	524	706.773	696.074	
	525	707.18	696.074	
	526	707.473	696.113	
	527	707.711	696.074	
	528	707.973	696.137	
	529	708.438	696.242	
	530	708.816	696.133	
	531	708.832	696.184	
	532	709.277	696.293	
	533	709.656	696.258	
	534	709.969	696.344	
	535	710.273	696.418	
	536	710.516	696.418	
	537	711.023	696.461	
	538	711.438	696.812	
	539	711.59	696.789	
	540	711.707	696.754	
	541	712.23	696.762	
	542	712.523	696.859	
	543	712.68	696.938	
	544	713.129	696.969	
	545	713.152	697.031	
	546	713.5	697.215	
	547	713.941	697.129	
	548	714.434	697.031	
	549	714.688	697.242	
	550	715.094	697.375	
	551	715.109	697.387	
	552	715.312	697.352	
	553	715.516	697.715	
	554	716.199	697.742	
	555	716.301	697.723	
	556	716.641	697.754	
	557	717.461	697.941	
	558	717.473	697.957	
	559	717.66	698.008	
	560	718.094	698.035	
	561	718.473	698.168	
	562	718.516	698.258	
	563	718.973	698.27	
	564	719.371	698.215	
	565	719.973	698.273	
	566	720.195	698.281	
	567	720.734	698.293	
	568	720.781	698.645	
	569	721.164	698.363	
	570	721.703	698.441	
	571	721.734	698.488	
	572	721.957	698.547	
	573	722.559	698.613	
	574	723.215	698.738	
	575	722.512	698.895	
	576	723.293	698.82	
	577	723.531	698.863	
	578	724.477	698.859	
	579	725.129	698.836	
	580	725.578	698.871	
	581	726.457	698.867	
	582	726.578	698.938	
	583	726.613	698.977	
	584	726.629	699.004	
	585	727.637	698.883	
	586	728.562	698.824	
	587	728.621	698.996	
	588	729.457	698.941	
	589	729.684	699.172	
	590	730.27	699.094	
	591	730.332	699.176	
	592	730.699	699.047	
	593	731.215	699.062	
	594	731.457	699.188	
	595	731.457	699.848	
	596	732.445	699.168	
	597	732.609	699.23	
	598	733.422	699.168	
	599	733.617	699.23	
	600	734.215	699.145	
	601	734.684	699.246	
	602	736.219	699.055	
	603	735.617	700.031	
	604	736.457	699.227	
	605	736.656	699.945	
	606	737.473	699.984	
	607	737.316	700.047	
	608	736.602	700.195	
	609	737.418	700.047	
	610	737.457	700.164	
	611	737.395	701.125	
	612	737.457	701.23	
	613	738.328	701.047	
	614	738.352	701.168	
	615	738.578	701.23	
	616	739.336	701.105	
	617	739.457	701.148	
	618	740.203	701.047	
	619	740.332	701.055	
	620	740.559	700.867	
	621	740.629	700.992	
	622	741.332	700.266	
	623	741.457	700.879	
	624	742.402	700.199	
	625	742.309	700.844	
	626	742.457	700.852	
	627	742.699	700.902	
	628	743.211	700.77	
	629	743.645	700.996	
	630	744.219	700.902	
	631	744.465	700.887	
	632	744.605	701.008	
	633	745.078	701.047	
	634	745.59	701.047	
	635	745.645	701.047	
	636	746.277	701.047	
	637	746.469	701.043	
	638	747.141	700.957	
	639	747.371	701.047	
	640	747.602	700.871	
	641	748.102	700.812	
	642	749.223	700.797	
	643	749.281	700.379	
	644	749.578	700.379	
	645	749.641	700.816	
	646	749.832	700.934	
	647	750.352	701.047	
	648	750.391	701.047	
	649	750.836	700.973	
	650	751.199	701.047	
	651	751.457	701.273	
	652	751.715	701.156	
	653	752.188	701.176	
	654	752.73	701.137	
	655	752.66	701.266	
	656	753.43	701.176	
	657	753.82	701.328	
	658	754.086	701.82	
	659	754.457	701.801	
	660	755.109	701.848	
	661	755.203	701.879	
	662	755.457	701.988	
	663	755.684	701.754	
	664	756.262	702.047	
	665	756.66	701.98	
	666	756.84	701.855	
	667	757.262	701.805	
	668	757.625	701.887	
	669	758.215	701.75	
	670	758.602	702.047	
	671	758.617	701.973	
	672	759.008	701.82	
	673	759.457	701.746	
	674	759.457	701.828	
	675	759.59	701.801	
	676	759.836	701.996	
	677	760.27	702.07	
	678	760.418	702.047	
	679	760.605	701.949	
	680	760.82	702.121	
	681	761.227	702.086	
	682	761.598	702.246	
	683	762.125	702.105	
	684	762.121	702.09	
	685	762.457	702.168	
	686	762.758	702.164	
	687	763.402	702.164	
	688	763.457	702.281	
	689	764.121	702.234	
	690	764.312	702.25	
	691	764.719	702.227	
	692	764.699	702.84	
	693	765.402	702.195	
	694	770.387	699.047	
	695	766.34	702.211	
	696	766.457	702.293	
	697	766.457	702.781	
	698	766.531	702.805	
	699	766.684	702.863	
	700	767.457	702.812	
	701	767.609	702.371	
	702	768.164	702.82	
	703	768.539	702.77	
	704	768.715	702.312	
